"date","EventProcessedUtcTime","PartitionId","EventEnqueuedUtcTime","metadata_deviceType","metadata_studentId","metadata_uid","telemetry_temperature","telemetry_pressure","telemetry_humidity","telemetry_windSpeed","telemetry_windDirection","IoTHub_ConnectionDeviceId"
2019-04-16T00:00:00.0000000,2019-04-16T23:34:56.1186426Z,1,2019-04-16T23:34:56.0630000Z,"WeatherStation","2CD4FC8F","9F2F137F4FDA8CB1",30.399999618530273,971.339599609375,27.5,5.1999998092651367,360,"CWF-MX-001"
2019-04-16T00:00:00.0000000,2019-04-16T23:35:35.4958161Z,1,2019-04-16T23:35:35.4120000Z,"WeatherStation","2CD4FC8F","9F2F137F4FDA8CB1",30.399999618530273,971.339599609375,27.5,5.1999998092651367,360,"CWF-MX-001"
2019-04-16T00:00:00.0000000,2019-04-16T23:36:14.8721937Z,1,2019-04-16T23:36:14.7820000Z,"WeatherStation","2CD4FC8F","9F2F137F4FDA8CB1",30.399999618530273,971.339599609375,27.5,5.1999998092651367,360,"CWF-MX-001"
2019-04-16T00:00:00.0000000,2019-04-16T23:36:54.2464342Z,1,2019-04-16T23:36:54.1380000Z,"WeatherStation","2CD4FC8F","9F2F137F4FDA8CB1",30.399999618530273,971.339599609375,27.5,5.1999998092651367,360,"CWF-MX-001"
2019-04-16T00:00:00.0000000,2019-04-16T23:37:33.6071770Z,1,2019-04-16T23:37:33.5010000Z,"WeatherStation","2CD4FC8F","9F2F137F4FDA8CB1",30.399999618530273,971.339599609375,27.5,5.1999998092651367,360,"CWF-MX-001"
2019-04-16T00:00:00.0000000,2019-04-16T23:38:12.9539473Z,1,2019-04-16T23:38:12.8630000Z,"WeatherStation","2CD4FC8F","9F2F137F4FDA8CB1",30.399999618530273,971.339599609375,27.5,5.1999998092651367,360,"CWF-MX-001"
2019-04-16T00:00:00.0000000,2019-04-16T23:38:52.3052477Z,1,2019-04-16T23:38:52.2380000Z,"WeatherStation","2CD4FC8F","9F2F137F4FDA8CB1",30.399999618530273,971.339599609375,27.5,5.1999998092651367,360,"CWF-MX-001"
2019-04-16T00:00:00.0000000,2019-04-16T23:39:31.6768357Z,1,2019-04-16T23:39:31.6030000Z,"WeatherStation","2CD4FC8F","9F2F137F4FDA8CB1",30.399999618530273,971.339599609375,27.5,5.1999998092651367,360,"CWF-MX-001"
2019-04-16T00:00:00.0000000,2019-04-16T23:40:10.9899032Z,1,2019-04-16T23:40:10.9550000Z,"WeatherStation","2CD4FC8F","9F2F137F4FDA8CB1",30.399999618530273,971.339599609375,27.5,5.1999998092651367,360,"CWF-MX-001"
2019-04-16T00:00:00.0000000,2019-04-16T23:40:50.4101641Z,1,2019-04-16T23:40:50.3200000Z,"WeatherStation","2CD4FC8F","9F2F137F4FDA8CB1",30.399999618530273,971.339599609375,27.5,5.1999998092651367,360,"CWF-MX-001"
2019-04-16T00:00:00.0000000,2019-04-16T23:41:29.7121172Z,1,2019-04-16T23:41:29.6850000Z,"WeatherStation","2CD4FC8F","9F2F137F4FDA8CB1",30.399999618530273,971.339599609375,27.5,5.1999998092651367,360,"CWF-MX-001"
2019-04-16T00:00:00.0000000,2019-04-16T23:42:09.1055116Z,1,2019-04-16T23:42:09.0450000Z,"WeatherStation","2CD4FC8F","9F2F137F4FDA8CB1",30.399999618530273,971.339599609375,27.5,5.1999998092651367,360,"CWF-MX-001"
2019-04-16T00:00:00.0000000,2019-04-16T23:42:48.5291729Z,1,2019-04-16T23:42:48.4170000Z,"WeatherStation","2CD4FC8F","9F2F137F4FDA8CB1",30.399999618530273,971.339599609375,27.5,5.1999998092651367,360,"CWF-MX-001"
